ligne_brute,fon,fr,raison
22435,kánkánsùn,régime de palme dont on a enlevé les amandes,trop_court
22442,Mi ɖu nu,Vous mangez.,trop_court
22448,E hwín,Il est chétif.,trop_court
22450,hùzú alŏgwè,faire de l'acrobatie sur une barre fixe,trop_court
22461,dŏ ayĭ,traîner les pieds par terre,trop_court
22464,hùn nukún,être éclairé,trop_court
22466,alε̆,pacte,trop_court
22466,lὲ,pacte,trop_court
22470,ɖɔ̀ nú è,dis,trop_court
22472,awlinmεdàn,fourbe,trop_court
22472,ayiblublúnɔ̀,fourbe,trop_court
22472,blùblú,fourbe,trop_court
22472,blὲbàtɔ́,fourbe,trop_court
22472,mεblεtɔ́,fourbe,trop_court
22472,yɛmɛnuwatɔ́,fourbe,trop_court
22472,yɛnuwatɔ́,fourbe,trop_court
22478,mì ja,nous arrivons,trop_court
22481,lεgεdεnɔ̀,traître,trop_court
22481,mεslέtɔ́,traître,trop_court
22486,kpɔ́n mε tlítlí,dévisager quelqu'un,trop_court
22494,mi ɖo wema ɔ ɖo mi fi a,avez,trop_court
22497,nyà avɔ̀,laver du linge,trop_court
22497,klɔ́ agbăn,laver du linge,trop_court
22504,agbadé lwέlwέ,maïs frêle,trop_court
22512,flé azìn,éclore,trop_court
22512,flé vĭ,éclore,trop_court
22512,tɔ́n,éclore,trop_court
22514,É gbà tí’zìn ă,C’est insignifiant.,trop_court
22516,Un ɖò tó ɖó wɛ.,Je t’écoute.,trop_court
22521,nɛ e nɔ nyi,comment s'appelle-t-il,trop_court
22527,xò zùn,débrousser la forêt,trop_court
22531,sà vò nú mε,invoquer,trop_court
22531,ylɔ̆ mɛ,invoquer,trop_court
22531,ylɔ̆ nyikɔ́,invoquer,trop_court
22542,gbeɖókpɔ́,entente,trop_court
22542,gbenɔkpɔ́,entente,trop_court
22550,wă ɖù nŭ,viens manger,trop_court
22551,xò sangún,jouer de l'harmonium,trop_court
22562,e wa kpodo eyɛ kpo à,est,trop_court
22588,Nukúnmɛ hwɛhwɛ tɔn.,Allure désinvolte.,trop_court
22596,Gbɔn ɖisixwe,Passe à droite.,trop_court
22609,"“Xó e Dadá Pɛ́si tɔn Silúsi ɖɔ ɔ́ ɖíe: Mawu Mavɔmavɔ, Mawu jǐnukúnsin tɔn ɔ́ sɔ́ axɔ́súɖuto e ɖo ayǐkúngban jí lɛ́ɛ bǐ ɖó acɛ ce mɛ; é zɔ́n mì ɖɔ nyɛ ní sá xwé ɖokpó nú émí ɖó Jeluzalɛ́mu ɖo Judáa. Mi mɛ e ko sixú ɖo togun tɔn mɛ lɛ́ɛ bǐ ní lɛ́ kɔ yi Jeluzalɛ́mu. Mawu Mavɔmavɔ, Mawu mitɔn ní nɔ kpɔ́ xá mi.”",36.23,artefact
22610,aflété,brochet,trop_court
22620,adlókpé,demoiselle,trop_court
22620,ahwlì,demoiselle,trop_court
22620,ɖyɔ̆vĭ,demoiselle,trop_court
22628,a sè xó un ɖɔ ɔ́ à,as,trop_court
22629,hwetɛ́nu a na wá,quand viendras,trop_court
22632,lìlέ ɖŏ,remettre à plus tard,trop_court
22633,Ajɔ̌ ɖé bɛ́.,Création d'entreprise.,trop_court
22634,Nǔ e jɛ é ɖokpo géé,Expérience unique,trop_court
22635,dŏ tɔ́n,avoir une saveur agréable,trop_court
22638,Ayi xomεnyinyɔnɔ,Une âme loyale,trop_court
22643,Jò é dó,Lâche-le.,trop_court
22646,Gleta wɛ,C’est un village.,trop_court
22648,nù tɛ́ a na bló ná,qu'en feras,trop_court
22663,azànwèmá,calendrier,trop_court
22663,sunzanwemá,calendrier,trop_court
22663,xwesunzanwemá,calendrier,trop_court
22663,xwezanwemá,calendrier,trop_court
22664,mlŭ,se faner,trop_court
22664,sún,se faner,trop_court
22664,xú,se faner,trop_court
22666,agbɔnɔn,tu es fort,trop_court
22669,bà hwεjijɔ,se justifier,trop_court
22679,tɔ́n gblέn,"pâte bien fermentée, à point",trop_court
22688,hwe hu,est plus petit que,trop_court
22694,ablé lɔε̆nlɔε̆n,ah que c'est beau,trop_court
22701,hwè,soleil,trop_court
22701,hwevɔ́,soleil,trop_court
22701,hweyivɔ́,soleil,trop_court
22701,hwezivɔ́,soleil,trop_court
22703,Nɔ fá xomɛ.,Sois indulgent.,trop_court
22712,nɔnɔ̀,grand-mère maternelle,trop_court
22712,mamá,grand-mère maternelle,trop_court
22713,nŭ baɖabaɖa,merveille,trop_court
22713,nùjìjlέ,merveille,trop_court
22713,nùjíwŭ,merveille,trop_court
22713,nùjlὲjlέ,merveille,trop_court
22716,Ðu nǔɖuɖu e ɖò jlɛ̌ jí é.,Mangez équilibré.,trop_court
22718,awɔntin xixa,un nez crochu,trop_court
22723,vε̆ wŭ,être pénible,trop_court
22731,fúɖáfúɖá,léger,trop_court
22731,kɔ́ɖɔ́,léger,trop_court
22731,kléjé,léger,trop_court
22731,yàyá,léger,trop_court
22734,sa'xɔ́ nú mì,vends,trop_court
22737,Un ɖi a.,J'en doute,trop_court
22751,e ɖo dɔn,c'est là,trop_court
22764,"Mɛmímlán, mɛmlánlá",Action de décliner les titres de gloire de quelqu'un,trop_court
22766,wèmázínxɔ́sá,imprimerie,trop_court
22766,wèmàzínzínxɔ́sá,imprimerie,trop_court
22767,alinkàn,ceinture,trop_court
22767,gŏ,ceinture,trop_court
22777,Un ɖo,J’ai,trop_court
22781,ɖɔ axi,annoncer le prix,trop_court
22783,nùjlómεnú,envieux,trop_court
22783,nukúnkέndótɔ́,envieux,trop_court
22788,Sɔ́ afɔ dó afɔdo ce mɛ̀,Suis-moi.,trop_court
22789,aklasú,charognard,trop_court
22789,kanlìn nùkúkúɖútɔ́,charognard,trop_court
22796,ðè xlɛ́ mì,prouve,trop_court
22800,Xò wɔ̆,Secouer la pâte pour qu'elle adopte la forme du récipient.,trop_court
22809,É nɔ́ kúkú ɖɛ̆,Il bégaye.,trop_court
22817,Un ɖu nu,J'ai mangé,trop_court
22830,"Énɛ́ ɔ́ gúdo ɔ́, è ɖǒ gan gbɔn Judáa kpó Jeluzalɛ́mu kpó; è ɖǒ gan ɖɔ è nǐ zé tokwɛ́ e xó Mɔyízi mɛsɛntɔ́ Mawu Mavɔmavɔ tɔn ɔ́ ɖɔ ɖo gbětótló mɛ ɔ́ wá; tokwɛ́ e xó é ɖɔ è nǐ yǐ ɖo Izlayɛ́li ví lɛ́ɛ sí ɔ́, è ɖǒ gan ɖɔ è nǐ zé wá.",24.9,artefact
22831,Nuɖuɖu gudo,"Après dîner, après manger",trop_court
22836,e gbò lan ɖù,il a pris une partie de la viande et l'a mangée,definition
22842,nùnùɖù,nourriture,trop_court
22844,kóyì,hélas,trop_court
22846,gbεjídɔ̆,longévité,trop_court
22846,jidɔ̆,longévité,trop_court
22846,jididɔ́,longévité,trop_court
22846,jidudɔ́,longévité,trop_court
22849,gblĕ wɔ̆n,avoir quelque difformité,trop_court
22850,wayawaya tɛ́ ɖíè,qu'est,trop_court
22854,fúnfún xó,être indiscret,trop_court
22854,gbà xó ɖó,être indiscret,trop_court
22854,hùhwé,être indiscret,trop_court
22854,hwìhwé,être indiscret,trop_court
22854,yă nu,être indiscret,trop_court
22855,"Hwenu e Cicáki jǎwe ɔ́, Hlobowámu kpódó Judáa gán lɛ́ɛ kpó wá kplé cí Jeluzalɛ́mu, bɔ gbeyíɖɔ Mawu tɔn Cemaya yi yě gɔ́n, bó ɖɔ nú yě ɖɔ: “Mi ɖótó nǔ e Mawu Mavɔmavɔ ɖɔ é: ‘Mi jó mì dó! Din ɔ́, nyi lɔ ná jó mi dó; un jó mi nú Cicáki.’ ”",12.5,artefact
22859,"Ée adǎn gbo e mɔ̌ ɔ́, é sú xó ylɔ́ Mawu Mavɔmavɔ, Mawu tɔn, lobo sɔ́ éɖée hwe bǐ, ɖo Mawu e tɔ́gbó tɔn lɛ́ɛ nɔ sɛn ɔ́ nukɔn.",33.12,artefact
22866,nùkánme vodún,déité de la forêt,trop_court
22866,zunmὲ vodún,déité de la forêt,trop_court
22872,Dlɛn alɔ ganji.,Bien s'étirer.,trop_court
22875,aglúzasá,jambon,trop_court
22884,gleta wɛ,c'est un village,trop_court
22889,ta kú,ne pas avoir de chance,trop_court
22894,wɔgɔò,"en grande quantité (farine, poudre)",trop_court
22894,wɔgɔwɔgɔ̀,"en grande quantité (farine, poudre)",trop_court
22911,gbε̆ hὲn,être dégoûtant,trop_court
22912,hweyixɔtɛn,ouest,trop_court
22919,Agban kpɛví,La petite dot,trop_court
22927,Ny,ɛ,trop_court
22943,Sɔ́ ɛ́ dó mɛ̀,Mets-le dedans.,trop_court
22951,j’àjò wìnìwíní,faire de menus larcins,trop_court
22951,j'àjò wìnnìwínní,faire de menus larcins,trop_court
22957,alɔdidó,lutte corps à corps,trop_court
22957,alɔdudó,lutte corps à corps,trop_court
22964,dŏ alɔ̀ wŭ kpɔ́n,palpe,trop_court
22968,yè kɔ́n nɔ́ ɖú ɖò jĭ tɔ̀ tɛgbɛ à,le sont,trop_court
22978,gbà xwlέ,caisse en bois,trop_court
22981,Eo e na cɛ nu we.,Non merci.,trop_court
22986,e nu vεεn ɖee un hεn wa ɔ wε a,a,trop_court
22991,xò ɖɛ̀ nú vodún,dire des louanges d'un vaudoun pour obtenir quelque chose de lui,definition
22994,Awii atɔɔn,Cinq chats,trop_court
23000,gbɛmɛ fá,il fait frais,trop_court
23004,Gbɔjɛ ganji.,Respirer profondément.,trop_court
23012,Ayihundanunɔ wa,Le vendeur des jouets est là,trop_court
23021,bĭ,être adroit,trop_court
23021,dĕ,être adroit,trop_court
23034,E su ayihɔn,Bonne nuit.,trop_court
23036,ɖò mε gbĕ mὲ,chercher quelqu'un,trop_court
23036,tɔ́n mε gbĕ,chercher quelqu'un,trop_court
23040,tlɔ́ gă,bander un arc,trop_court
23043,etɛ wutu a yi wan nu mi,pourquoi m'aimes,trop_court
23050,asidida,mariage,trop_court
23050,asikplákplá,mariage,trop_court
23050,mεdida,mariage,trop_court
23072,yi teele,va tout droit,trop_court
23077,kɔ́zùn,tertre,trop_court
23077,zŭn,tertre,trop_court
23079,xwe kpíkpé,la nouvelle année,trop_court
23079,xwè yàɖéyaɖé,la nouvelle année,trop_court
23079,xwè yɔ̀yɔ́,la nouvelle année,trop_court
23083,ayitéhɔ̀nnu,au lever du jour,trop_court
23083,zànfɔ́nnú,au lever du jour,trop_court
23085,cí,paraître,trop_court
23085,tɔ́n,paraître,trop_court
23089,zăn wɛ̀ a xo à,est,trop_court
23097,jì wɔ́,il pleut,trop_court
23100,È sixu xaya,Location possible,trop_court
23101,kέnɖíɖé,recensement,trop_court
23101,kέnsísɔ́,recensement,trop_court
23101,kέnsúsɔ́,recensement,trop_court
23101,mεxixa,recensement,trop_court
23105,Kanɖe gban nukun atɔn,73,artefact
23107,Xɛvi ɔ ɖo kpɛn kun wɛ,L’oiseau siffle.,trop_court
23112,gbà,menton,trop_court
23112,gbakɔ̀,menton,trop_court
23112,gbakwɛ̀,menton,trop_court
23112,kpákè,menton,trop_court
23113,akwεnkwεn,cachette,trop_court
23113,awlìn,cachette,trop_court
23113,bibεtὲn,cachette,trop_court
23113,hwlágwè,cachette,trop_court
23113,nùglɔ́,cachette,trop_court
23113,wù,cachette,trop_court
23115,ɖèjánɖéján,pas du tout,trop_court
23115,ɖokpó... ă,pas du tout,trop_court
23115,gέ,pas du tout,trop_court
23115,lálá... ă,pas du tout,trop_court
23121,un yí gbè bó,est,trop_court
23125,ɖŏ kέn jĭ,bien noter,trop_court
23128,Xwíɖíxwíɖí kpó xwiɖixwiɖi kpó,Rumeur,trop_court
23130,asɔ̀,francolin,trop_court
23130,asɔklé,francolin,trop_court
23130,asɔὲ,francolin,trop_court
23136,ɖŭ wè,danser,trop_court
23143,"Ée é ɖɔ mɔ̌ ɔ́, Micée ɖɔ n'i ɖɔ: “Un mɔ nǔ: un mɔ Izlayɛ́li togun ɔ́ bǐ gba dó gbɔn sókan mɛ sókan mɛ, lɛ̌ngbɔ́ e má ɖó nyinyitɔ́ ǎ lɛ́ɛ ɖɔhun, bɔ Mawu Mavɔmavɔ ɖɔ: ‘Mɛ nɛ́ lɛ́ɛ sɔ́ ɖó mɛɖé bɔ é ɖo yě nu ǎ. Mɛ ɖokpó ɖokpó ní bó lɛ́ kɔ yi xwé tɔn gbe; è ma fun ahwan ó!’ ”",18.16,artefact
23145,aɖumi tawun,tu es malade,trop_court
23153,etε wutu xovε ɖo sinsin wε,pourquoi a,trop_court
23154,Bo... bo,Mais... donc,trop_court
23163,fέ gblă,tirer sur quelque chose et le manquer,trop_court
23167,sà lelè,être à l'abandon,trop_court
23170,Ali e nɔ xò zlɛ é.,Route sinueuse.,trop_court
23179,vĭ sìn,laisser couler de l'eau,trop_court
23189,awŏvì,tentateur,trop_court
23189,mεtέnkpɔ́ntɔ́,tentateur,trop_court
23191,ɖε̆ akotó,lancer et faire tourner un escargot comme une toupie,trop_court
23192,Xwe ce gbe,Chez moi.,trop_court
23195,dɔn ɛ dó dò,abaisse-le,trop_court
23196,nɛ ye nɔ nyi,comment s'appellent,trop_court
23204,tɔ wɛ́ é ká tɔ́n à,est,trop_court
23209,e ɖ'amlɔ dɔ́ wɛ̀,il dort,trop_court
23211,wooó syɛ́n,l'harmattan est fort,trop_court
23213,mi ka yi wan nu mɛ mitɔn lɛ a,aimez,trop_court
23233,Dɔ gbε,Bonne nuit,trop_court
23234,aviti fɛ́,la trappe s'est déclenchée,trop_court
23235,gbadé élɔ́,ce maïs,trop_court
23238,nyε̆,ampoule de médicament,trop_court
23238,nyὲgó,ampoule de médicament,trop_court
23244,Kanɖe watɔn,53,artefact
23245,Nuɖuɖu tɛnmɛtɛnmɛ,Diverses sortes de repas,trop_court
23249,Ɖɔ yεxo,Raconter une histoire merveilleuse,trop_court
23250,ɖù bă,battre quelqu’un avec une verge,trop_court
23259,Nugbo wε a,C’est faux,trop_court
23268,wunhunhɔnnú,obscénité,trop_court
23268,wunhunhɔnnúwíwá,obscénité,trop_court
23270,towe jăwè,ton tour viendra,trop_court
23272,Azɔn syɛn,La maladie est grave.,trop_court
23286,B'ɛ́ ɖɔ́ jí,"""Mi wá""",trop_court
23291,e ɖò nuvò,c'est ouvert,trop_court
23303,Kú do zanzan,Bonjour.,trop_court
23309,gbɛmɛ nyɔ́,le temps est beau,trop_court
23313,gbòló,parole en l'air,trop_court
23313,lὲló,parole en l'air,trop_court
23327,Han fífá.,Musique douce.,trop_court
23330,gaga,long,trop_court
23334,amɔn,fromage,trop_court
23335,e lin,cela a duré,trop_court
23345,dŏ cówòkóhwè,éclater en ovations,trop_court
23355,zĕ gè,s'élever sur la pointe des pieds,trop_court
23367,nu tε a ɖu nu zanzan nuɖuɖu,qu'as,trop_court
23368,Nɔvi ce,Mon frère ou ma soeur.,trop_court
23373,kplé yŏ,être cagneux,trop_court
23373,kplí yŏ,être cagneux,trop_court
23381,demanda boako,que dois,trop_court
23389,ɖŭ glàglá,faire le fanfaron,trop_court
23389,flé nu,faire le fanfaron,trop_court
23398,gan xò,la cloche a sonné,trop_court
23403,"Micée ka ɖɔ n'i ɖɔ: Se nǔ e Mawu Mavɔmavɔ ɖɔ ɔ́. Un mɔ Mawu Mavɔmavɔ ɖo ayǐjínjɔ́n ɖo axɔ́súzinkpo tɔn jí, bɔ mɛsɛntɔ́ sɛ́xwé tɔn lɛ́ɛ bǐ ɖo gɔ̌n tɔn. Mɛ hǎbǔ ɖo ɖisí tɔn xwé, bɔ mɛ hǎbǔ ɖo amyɔ tɔn xwé.",18.18,artefact
23404,ayijɛdò,paix,trop_court
23419,Un mafú,Je m’en moque.,trop_court
23421,alɔ,la main,trop_court
23425,E tíìn,Il y a.,trop_court
23444,- jinukún,graine,trop_court
23444,kín,graine,trop_court
23444,kún,graine,trop_court
23444,kwín,graine,trop_court
23444,nùkún,graine,trop_court
23444,nùkùnkwín,graine,trop_court
23444,nùkwín,graine,trop_court
23445,àcéè,mais,trop_court
23445,adì,mais,trop_court
23445,amɔ̆,mais,trop_court
23445,có,mais,trop_court
23445,ká,mais,trop_court
23445,kɔ́n,mais,trop_court
23445,loɔ́,mais,trop_court
23450,Nu awii ɔ,Au chat,trop_court
23451,ɖu i,mange,trop_court
23455,yovozɔn lε,les oranges,trop_court
23459,agbajá,cartouchière,trop_court
23459,túkpέngbá,cartouchière,trop_court
23459,túkpέngójíblánú,cartouchière,trop_court
23461,Fífɛ́ égbé.,Fragile aujourd’hui.,trop_court
23462,kɛkɛ́blóɖó,réparation de vélo,trop_court
23481,ɖo kpikpla mi yi,m'accompagnent à,trop_court
23489,Ze do te,Suspendre,trop_court
23495,agbàn kpíkpέn,charge lourde,trop_court
23496,ko atɔɔn nukun atɔn,28,artefact
23498,mítɔn wɛ̀,çà nous appartient,trop_court
23499,kanwe afɔtɔn nukun ɖokpo,96,artefact
23506,mɛ e nɔ ɖɔ̀ mɛ nù ɔ e nɔ ylɔ́ ɛ́ ɖɔ̀,àɖɔ̀mɛnú,trop_court
23508,vĭ yétɔn,leur enfants,trop_court
23510,nɛ̆ mi vɛ dó,comment pensez,trop_court
23519,Ku d'akwɛ,Salut (merci) pour l'argent.,trop_court
23521,awì,noir,trop_court
23521,vlivlì,noir,trop_court
23521,vlivlivlì,noir,trop_court
23521,wiwi,noir,trop_court
23527,kàn,mèche,trop_court
23527,zogbɛ́nkàn,mèche,trop_court
23528,etɛ wutu mi nɔ yi azɔxɔ mɛ,pourquoi allez,trop_court
23535,e má sɔgbe nɛ́,c'est anormal,trop_court
23542,etε a hεn wa nu mi,qu'est,trop_court
23551,fí tɛ́ mi wă yì,où êtes,trop_court
23560,alugbá,nom d'une fille,trop_court
23560,alugbaxwé,nom d'une fille,trop_court
23578,gbodoklówĕ,orange acide,trop_court
23578,gbotoklewĕ,orange acide,trop_court
23578,gbotoklowĕ,orange acide,trop_court
23587,a na zɛ dó,tu tourneras,trop_court
23600,Jĭ gbò,La pluie a cessé.,trop_court
23602,wewe,blanc,trop_court
23603,tcho eblawu,oh que cest triste,trop_court
23610,E na yi,Il partira,trop_court
23611,énέ ɔ́ gúdó ɔ́,ensuite,trop_court
23611,gŭdò,ensuite,trop_court
23620,etɛ a na nu,que vas,trop_court
23621,ayìhɔ́ngbe ayìhɔ́ngbè,chaque jour,trop_court
23621,sùn ɖokpó ɖokpó,chaque jour,trop_court
23621,sun mὲ sun mὲ,chaque jour,trop_court
23637,sεndónùtɔ́,peintre,trop_court
23637,sεndótɔ́,peintre,trop_court
23637,sεnsádónùtɔ́,peintre,trop_court
23637,sεnsádóxɔtɔ́,peintre,trop_court
23649,fún nukúnmε,se laver le visage,trop_court
23652,atín wɔvlì,bois blanc,trop_court
23653,jɛ awa,sois heureux,trop_court
23687,gbɛtɔ́ ví jɛ́n é nɔ̀ xò mɔ̆ à,est,trop_court
23688,hwetɛnu a na yi ml'ayi,quand vas,trop_court
23690,azɔxɔ ayizɛn,six classes,trop_court
23691,hwenu,occasion,trop_court
23691,nŭɖòdéwú,occasion,trop_court
23691,nŭzɔ̀ndèwú,occasion,trop_court
23691,wlenwín,occasion,trop_court
23692,Kanɖe gban nukun ɖokpo,71,artefact
23699,Ɖu agban,Faillite (faire),trop_court
23707,kanwe afɔtɔn nukun we,97,artefact
23708,e yí wè mɔ̆ à,est,trop_court
23710,Gbɛtɔ́ bŭ wɛ̀,C’est quelqu’un.,trop_court
23715,fɔ̀n,franchir,trop_court
23715,xò zlɛ̆,franchir,trop_court
23716,Ye si ɔ din.,Ils réussiraient,trop_court
23722,Sun mɛ̀ sun mɛ̀,Chaque mois.,trop_court
23730,wɔxuxu ɖe à,est,trop_court
23731,akpakpà,émoi,trop_court
23731,xɛsì,émoi,trop_court
23739,Ayì hɔ́n,Il fait jour.,trop_court
23740,ooo !,merci !,trop_court
23745,Kanɖe nukun εnε,44,artefact
23746,kpɔ̀,être à bon marché,trop_court
23746,nyɔ̆ axì,être à bon marché,trop_court
23748,àwò kɛnklɛ́n,tu refuses - oui je refuse - oh pardon,trop_court
23757,Jinukúnsin e mɛ sunví lɛ ɖè é.,Ciel étoilé.,trop_court
23760,akpá,à côté,trop_court
23761,nɔ ci kɔ,sont épuisants,trop_court
23765,văn nukún,menacer du regard,trop_court
23765,vàn nukûn,menacer du regard,trop_court
23766,ɖìɖí nŭ,glisser,trop_court
23768,nylă kàn,être laid,trop_court
23768,nylá kún,être laid,trop_court
23769,E ɖokɔ́nɔ́ géé,Lui seul.,trop_court
23774,ɖe wefɔ,faire des pas de danse,trop_court
23778,afɔgólì,cheville,trop_court
23778,goflέmὲ,cheville,trop_court
23786,xwlέ atán,se raser,trop_court
23796,xɔntɔn towé lε,tes amis,trop_court
23801,bibε,refuge,trop_court
23801,hwlágwè,refuge,trop_court
23804,ani a lin ná wà égbé,que penses,trop_court
23808,Un yi wan nu i,Je l'aime,trop_court
23809,tlɔ́ gbò,bondir et faire un pas de danse,trop_court
23813,é nyɔ́ wá ɔ́,au contraire,trop_court
23826,Gbeɖiɖó ɖé.,Un bruit sourd.,trop_court
23827,flín,rappeler,trop_court
23827,lɛ̆ ylɔ̆́,rappeler,trop_court
23827,lε̆ ylɔ̆ wă,rappeler,trop_court
23856,"Gbeyíɖɔ Mawu tɔn Elíi bló wěma sɛ́ dó e gbe ɖokpó, bɔ wěma ɔ́ ɖo ɖiɖɔ wɛ ɖɔ: Xó e Mawu Mavɔmavɔ, Mawu tɔ́gbó towe Davídi tɔn ɔ́ ɖɔ ɔ́ ɖíe: ‘A wa nǔ tɔ́ towe Jozafáti ɖɔhun ǎ; a ka wa nǔ axɔ́sú Judáa tɔn Asa ɖɔhun ǎ.",21.12,artefact
23857,etɛ́ wú a wă,pourquoi es,trop_court
23864,agbàlyá,fonte,trop_court
23864,gbadaglà,fonte,trop_court
23867,un ɖi,j'y crois,trop_court
23871,"Axɔ́sú Manasée sín tan e kpo lɛ́ɛ, xó e é xo ɖɛ bo ɖɔ nú Mawu tɔn lɛ́ɛ kpódó xó e nǔmɔtɔ́ lɛ́ɛ ɖɔ n'i dó Mawu Mavɔmavɔ, Mawu Izlayɛ́li tɔn nyíkɔ mɛ lɛ́ɛ kpó ɔ́, è wlǎn bǐ dó axɔ́sú Izlayɛ́li tɔn lɛ́ɛ sín Tan wéma mɛ.",33.18,artefact
23873,Ablámu kplá asi t,ɔ,trop_court
23878,aglăjà,insupportable,trop_court
23878,nùgbέhὲn,insupportable,trop_court
23883,Tagba gbelu,Les ennuis sont très nombreux,trop_court
23884,Anne ɖo avi ya wɛ,Anne pleure.,trop_court
23886,jɛ̀ wɛ̀n,tomber à la renverse,trop_court
23887,awĭnyà,pierre,trop_court
23891,nùsúnnú fín,la sauce de la veille non encore réchauffée,trop_court
23902,sέn xóxó,l'ancien testament,trop_court
23908,xwlɛ́ ɖù,grignoter,trop_court
23914,sɔ yi a ɖe a,pars-tu demain,trop_court
23921,É ɖò tamɛ ti wɛ̀,Il boude.,trop_court
23923,agbanɖuɖù,noce,trop_court
23923,asidida,noce,trop_court
23927,gbakwɛ,menton,trop_court
23932,nɛ̆ e nɔ ylɔ́ ɛ́ ɖɔ̀,comment s'appelle,trop_court
23937,"Énɛ́ ɔ́, Mawu Mavɔmavɔ sɛ́ ahwangán Asilíi xɔ́sú ɔ́ tɔn lɛ́ɛ dó Manasée kpó togun tɔn kpó, bɔ yě wlí Manasée bo dó klɔcée aglan n'i. Yě zě ganvɔ wlɔ dó dó gɛdɛ ɛ, bó sɔ́ ɛ yi Babilɔ́nu.",33.11,artefact
23942,"Ée yɛ ɔ́ wá Yaxaziɛ́li jí mɔ̌ ɔ́, é ɖɔ: Judáanu e mi, Jeluzalɛ́munu e mi, mi ɖótó mì; axɔ́sú Jozafáti, hwi lɔ ní ɖótó mì. Mi ɖótó xó e Mawu Mavɔmavɔ ɖo ɖiɖɔ nú mi wɛ é; é ɖɔ: ‘Mi ma ɖi xɛsi ó, ado ní má hu mi ɖo ahwan wɔ̌buwɔ́bú e jǎwe ɔ́ nukɔn ó, ɖó ahwan énɛ́ ɔ́, mi wɛ ɖo nǎ fun wɛ ǎ, nyɛ Mawu wɛ ɖo nǎ fun wɛ.",20.15,artefact
23943,Ye klo,Ils sont grands.,trop_court
23948,măwùjí,le levant,trop_court
23948,zănzànhwéjí,le levant,trop_court
23952,É nyɔ́ hú,C’est mieux.,trop_court
23963,jì,pluie,trop_court
23965,mɛ yétɔn lɛ wɛ,leurs familles,trop_court
23966,afɔkpagàn,eperon,trop_court
23972,kú cɛ́,salut pour le travail,trop_court
23978,bù wèmá dó è,couvre,trop_court
23985,Fífá.,Détendu.,trop_court
24002,E tɔ́n,Il s’est absenté.,trop_court
24007,hwezivɔ́,fièvre (accès chaud),trop_court
24007,hwezivɔ́zɔ̀n,fièvre (accès chaud),trop_court
24013,a ɖ'e wu à,es-tu là-dessus,trop_court
24016,hὲn wă,apporter,trop_court
24016,sɔ́ hὲn wă,apporter,trop_court
24016,sɔ́ wă,apporter,trop_court
24016,zĕ wă,apporter,trop_court
24020,a ɖì mɔ̆ à,crois,trop_court
24030,ɖŏ amì,être huileux,trop_court
24031,amăgà,mangue,trop_court
24031,măgà,mangue,trop_court
24034,hwè klé,le ciel s'éclaircit après la pluie,trop_court
24040,é gbógbó,il y en a beaucoup,trop_court
24041,awii wɛ,c'est un chat,trop_court
24046,Ko nǔ kpo ayi bǐ kpo.,Souris sincèrement.,trop_court
