fon|fr|sentiment_final
É nɔ jihan hwebǐnu hwenu e é ɖò wǔ lɛwu wɛ é.|Elle chantait toujours en prenant sa douche.|2
mi ɖo na tɔn|nous étions obligés de sortir|1
Mi hɛn dó ayi mɛ ɖɔ mi nɔ kɔn sìn dó atín e ɖò azɔ̌xɔsa lɛ é jí ɖò Lundi zǎnzǎn lɛ bǐ, mɛɖebǔ ma nɔ ɖè ye ɖó vo ó.|Veillez à bien arroser les plantes du bureau tous les lundis matins sans exception.|0
Mɛ e ma mɔ mɛ gbɔ ǎ lɛ́ɛ wɛ mɛ yí wǎn ná, bó gbɛ́ wǎn nú mɛ e yí wǎn nú mɛ lɛ́ɛ. Mɛ ɖo xíxlɛ́ wɛ ɖɔ ahwangán mɛtɔn lɛ́ɛ kpó mɛsɛntɔ́ mɛtɔn lɛ́ɛ kpó kún sɔ́ nyí nǔɖé wa nú nú mɛ ó. Un mɔ din ɖɔ nú mǐ mɛ bǐ wɛ kú, bɔ Abusalɔ́mu ɖo gbɛ ɔ́, é ná nyɔ́ mɛ nukún mɛ.|Tu aimes ceux qui te haïssent et tu hais ceux qui t'aiment, car tu montres aujourd'hui qu'il n'y a pour toi ni chefs ni serviteurs ; et je vois maintenant que, si Absalom vivait et que nous fussions tous morts en ce jour, cela serait agréable à tes yeux.|1
É kplá kpɔ̀n|Il a accompagné le roi Sakpatá.|0
Isakáa, Zabulɔ́ɔn, Bɛnjamɛ́ɛ,|Issacar, Zabulon, Benjamin,|0
É sù! Nu lanmɛ mitɔn!|Santé ! À la vôtre !|2
e wá bá mí kpɔ́n|il est venu me voir|0
E ɖíe nyɔnu ɖò alɔji ɔ na mɔ xò, bo na jì vĭ sunnu|Voici que la vierge concevra et enfantera un fils.|2
awu ce woló|ma chemise est froissée|0
Azɔmɛ mitɔn klo à ?|Votre école est-elle grande ?|0
aní é fìn|qu'a|0
Hùn xɛ́ɛ́n|Ouvre légèrement.|0
Sivilizaciɔn ɖaxó ɖaxó lɛ nɔ kú gbɔn mɛhuhu gblamɛ ǎ; ye nɔ dɔ́ amlɔ kpɛɖé kpɛɖé ɖò gbɔdónúmɛ wɔnmɛ tɔn mɛ.|Les grandes civilisations ne meurent pas assassinées, elles s’endorment lentement dans le confort de l’oubli.|1
Un nɔ nyi Kofi|Je m'appelle Kofi.|0
gbenyatɔ lε nɔ hu lan ɔ|les chasseurs tuent le gibier|1
Un nɔ wa nyanya a.|Je ne fais pas le mal|2
e nyɔ zizan amɔ hwe ɖe lɛ nu ɔ un nɔ wa hwenu ɖe hun ɔ o ɖido ɔ|c'était pratique mais parfois j'arrivais quand le bus était déjà parti|1
Azàn tɛ́ gbe nuwíwá ɔ́ ɖè ?|Quel jour la cérémonie a-t-elle lieu ?|0
De e ɖo hwɛjijɔ gbɔn ɔ !|Comme il a raison !|2
A gbɛ nu nu mi a ?|Tu me refuses cela ?|1
É fúnfún gbadé kpé kɔ́ mɛ̀ bĭ|Il a répandu tout le maïs par terre.|1
e gb'ada n'i|on l'a circoncis|0
Izlayɛ́li ví lɛ́ɛ ɖó gɔnu ɖó Gilugalu, bó ɖu Dǐndínwáyixwe ɔ́ ɖo sun ɔ́ sín azǎn wǒ-ɛnɛgɔ́ ɔ́ gbe gbadanu, ɖo ayǐkúngban wɛnjɛ jí ɖo Jeliko kpá.|Les enfants d'Israël campèrent à Guilgal ; et ils célébrèrent la Pâque le quatorzième jour du mois, sur le soir, dans les plaines de Jéricho.|0
amasinnɔ̀ - amawatɔ́ - azɔngbletɔ́ - nùwátɔ́|guérisseur|0
e ɖo awa ɖokpo|il est manchot|0
Xóɖɔɖókpɔ́ e nǔsatɔ́ ɔ ma nɔ ɖɔ kpo nu kpo ǎ é nɔ wà nǔ dó lee axisinɔ ɔ nɔ mɔ nǔ gbɔn é kpo gbeta e kɔn é nɔ wá bo nɔ xɔ nǔ é kpo wu tawun.|La communication non-verbale du commercial influence considérablement la perception et la décision d'achat du client.|0
Mi wá d'álɔ mì|Au secours.|1
E flá amà|Il a neutralisé la feuille.|0
Tɔ ce wɛ nyi afɔkpabloɖotɔ yɔyɔ|Mon papa est le nouveau cordonnier.|0
ɖe lε|des|0
Mɛ'sí, mɛ así|Sous la dépendance de quelqu'un|1
xomɛ ɖo vi ɔ ɖu wɛ|l'enfant a mal au ventre|1
E takiti bó lɔ́n|Il s'est levé avec bruit et a sauté.|0
Lɛngbɔ lɛ nɔ ɖo awɔntin gaga kpodo si kpɛvi kpo|Les chèvres ont de longs nez et la queue courte.|0
A na ɖó na sú akwɛ.|Il faudrait payer.|1
To e mɛ zǎn kpó nǔ hannyahannya kpó ɖu axɔ́sú ɖe é, to e mɛ kéze nyí ablu gɔngɔn ɖe é.|Pays d'une obscurité profonde, Où règnent l'ombre de la mort et la confusion, Et où la lumière est semblable aux ténèbres.|1
un ɖò flúflú wɛ̀ xwé yí gbè|je m'en vais à l'aventure|2
Un sɔ́ na yí gbè nú walɔ mɛmasí tɔn mɔhun nú mɛ e ɖò gbɛ̌ta mǐtɔn mɛ bo ɖò xɛsi ɖi wɛ hugǎn lɛ é ǎ.|Je ne tolérerai plus ce genre de comportement irrespectueux envers les membres les plus vulnérables de notre équipe.|1
nùɖé kó jɔ égbé ă é kpo sɔ tɔ̀n|il n'y a pas eu d'incident aujourd'hui demain on verra|0
Yě yí to tɔn, bó lɛ́ yí axɔ́sú Basáni tɔn Ɔgu sín to lɔmɔ̌. Amɔliti lɛ́ɛ sín axɔ́sú we énɛ́ lɛ́ɛ bǐ wɛ ɖo Judɛ́ɛn tɔ ɔ́ gúdo ɖo zǎnzǎnhwe jí.|Ils s'emparèrent de son pays et de celui d'Og, roi de Basan. Ces deux rois des Amoréens étaient de l'autre côté du Jourdain, à l'orient.|0
etɛ e nɔ wa kpodo akwɛ enɛ ɔ kpo|que fait-il avec cet argent|1
Ye ɖo na hεn jiwu.|Ils doivent apporter un parapluie|0
xwè só|enfoncer un piquet en terre|0
Din ɔ nu atɔn ɖe lɛ kpo|nuɖiɖi, nukunɖonu kpodo wanyinyi kpo|0
e j'ajò - aní é fìn - é fìn kwɛ́|il a volé - qu'a-t-il volé - il a volé de l'argent|1
Awu énɛ́ ɔ́ wɛ Aalɔ́ɔn ná nɔ́ dó dó wa vɔ̌sánú-xwlémawutɔ́zɔ́ tɔn. Hwenu e é ná ɖo Tɛn mímɛ́ ɔ́ mɛ byɔ́ wɛ ɔ́ kpódó hwenu e é ná ɖo tíntɔ́n sín mɛ wɛ ɔ́ kpó ɔ́, è nǎ nɔ se gan e ɖo awu ɔ́ tó lɛ́ɛ sín gbe; énɛ́ ɔ́, nú gan ɔ́ ɖo nǔ ɖɔ wɛ ɔ́, é ná kú ǎ.|Aaron s'en revêtira pour faire le service; quand il entrera dans le sanctuaire devant l'Éternel, et quand il en sortira, on entendra le son des clochettes, et il ne mourra point.|0
Mɛfibáalu Sawúlu vívú ɔ́ lɔmɔ̌ wá kpé axɔ́sú ɔ́. Sín gbe e gbe axɔ́sú ɔ́ tɔ́n sín to ɔ́ mɛ káká wá jɛ gbe e gbe é wá Jeluzalɛ́mu wǔyɛ́yɛ́ afɔyɛ́yɛ́ ɔ́, Mɛfibáalu sɔ́ nɔ xwlɛ́ atán ǎ, é ká sɔ́ nɔ klɔ́ afɔ ǎ, é ká sɔ́ nɔ nya avɔ ǎ.|Mephiboscheth, fils de Saül, descendit aussi à la rencontre du roi. Il n'avait point soigné ses pieds, ni fait sa barbe, ni lavé ses vêtements, depuis le jour où le roi s'en était allé jusqu'à celui où il revenait en paix.|0
Ze nyɛvi ɖokpo nu mi|Donne-moi une aiguille.|0
Siká akú wɛ ɖo fínɛ́. È nɔ lɛ́ mɔ atínhúnhɔ́n wǎnɖagbenɔ ɖé ɖo fínɛ́, bɔ è nɔ ylɔ́ ɖɔ budeliyɔ́mu; è nɔ lɛ́ mɔ awǐnnya ɖagbe ɖagbe e è nɔ ylɔ́ ɖɔ Onísi ɔ́.|L'or de ce pays est pur; on y trouve aussi le bdellium et la pierre d'onyx.|0
A yi wan nu i|Tu l'aimes|2
gbɛmɛ ɖò kpɛɛ̀n|le temps est voilé|0
ɖă - mă|être habitué|0
Xò àkwlí kpɛɖé wá nú mì|Prépare-moi un peu de bouillie.|0
Cóbónú axɔ́sú ɔ́ ná sɛ́ mɛ dó ɔ́, é kpó azaglɔ́gán tɔn lɛ́ɛ kpó, kpódó Jeluzalɛ́munu lɛ́ɛ bǐ kpó yi gbesɔ ɖo Jeluzalɛ́mu bo ɖe wě, bónú è nǎ ɖu Dǐndínwáyixwe ɔ́ ɖo sun wegɔ́ ɔ́ mɛ.|30.2|0
Amɔ̌, ényí é sí te bó bɛ́ wezun ɔ́, è xá sɔ́ bó wlí ǎ; é ké ya nú sɔ́xátɔ́ ǎ.|Quand elle se lève et prend sa course, Elle se rit du cheval et de son cavalier.|2
Nyɛ ɖíe ɖo dotɔ ɔ́ kɔn e; ɖyɔ̌vǐ e ɖo toxo ɔ́ mɛ lɛ́ɛ ná wá dun sin.|Voici, je me tiens près de la source d'eau, et les filles des gens de la ville vont sortir pour puiser l'eau.|0
un xɔ̀ galí ɖ'axi mὲ b'έ ɖò yéɖéyéɖé|j'ai acheté du gari au marché et il est très sec|1
hwàn wŭ|être jaloux|1
Mɛ nabi wɛ ku tawun ?|Combien de personnes sont mortes précisément ?|1
Baana Axiludi ví ɔ́; éyɛ́ kpa acɛ ɖo Tanaki gbé jí, bó kpa ɖo Mɛgido kpódó Bɛti-Ceani kpó gbé jí. Bɛti-Ceani ɔ́ ɖo gletoxo Saatáni kpá, ɖo dokɔ nú Izleyɛ́li, bó gosín Bɛti-Ceani yi Avɛ́li-Mɛhola, bó dín zɛ Yokimɔámu wú.|Baana, fils d'Achilud, avait Thaanac et Meguiddo, et tout BethSchean qui est près de Tsarthan au-dessous de Jizreel, depuis Beth Schean  jusqu'à Abel Mehola, jusqu'au delà de Jokmeam.|0
Jĭ ɖò cɛ́ncɛ́n bló wɛ̀|La pluie tombe en fines gouttelettes.|0
Flówa zunkan mɛ tɔn e ɖó sinmɛ blɔ, koklójó kpo wewé kpo é ɖé nɔ sɔ́ sinmɛ dó gle ɔ jí kaka jɛ zunkan ɔ tó.|Un tapis de fleurs sauvages, bleues, jaunes et blanches, colorait la prairie jusqu'à la lisière du bois.|2
We mɔ, atɔn mɔ bɔ e nɔ ɖo ɖa wɔ na|Deux ou trois façons pour préparer la pâte|0
Ée Hlacɛ́li mɔ ɖɔ émí kún ɖo vǐ ji nú Jakɔ́bu wɛ ó ɔ́, é jɛ wǔ hwan nɔví tɔn jí, bó ɖɔ nú Jakɔ́bu ɖɔ: “A ma ji vǐ nú mì ǎ ɔ́, un ná kú.”|Lorsque Rachel vit qu'elle ne donnait point d'enfants à Jacob, elle porta envie à sa soeur, et elle dit à Jacob: Donne-moi des enfants, ou je meurs!|1
akpakpa nɔ sɔ́ mì|j'en suis saisi|2
Xógbe 30 ɖíe ɖò Flanségbe mɛ, ɖò &quot;Questions &amp; Beeds&quot; sín tɛnmɛ, ɖò alɔkpa e è byɔ é mɛ:|"ici 30 phrases en français, catégorie ""Questions & Besoins"", au format demandé :"|0
Ebɛ́ɛ ɔ́, vǐ súnnu we wɛ é ji: vǐ nukɔntɔn ɔ́ nɔ́ nyí Pɛlɛ́gi. Pɛlɛ́gi sín tínmɛ wɛ nyí “Mǐmá”, ɖó hwe éyɛ́ tɔn nu wɛ gbɛtɔ́ lɛ́ɛ gba kpé ayǐkúngban ɔ́ jí. Vǐ wegɔ́ ɔ́ nɔ́ nyí Yokitáni.|Il naquit à Héber deux fils: le nom de l'un était Péleg, parce que de son temps la terre fut partagée, et le nom de son frère était Jokthan.|0
é xwɛ́ xwíwún|il s'est tu brusquement|0
nɔ jǐxwé dɔ̌n, bó ɖótó yě, bó sɔ́ hwɛ kɛ togun towe Izlayɛ́li, bó kplá yě wá ayǐkúngban e a nǎ tɔ́gbó mǐtɔn lɛ́ɛ ɔ́ jí.|exauce-les des cieux, pardonne le péché de ton peuple d'Israël, et ramène-les dans le pays que tu as donné à leurs pères !|2
nú gbeɖókpɔ́ sín ayi mitɔn ní nyí nŭ ɖo gaàn ɖò gbɛtɔ́ lɛ́ bĭ nukún mɛ̀|que l'union de vos coeurs soit visible aux yeux de tous les hommes|2
Piɛ ná kó wɛ̀ à cé ?|Ne serait-ce pas Pierre ?|0
Yě vlɔ́n vɛ̌gokan bó ɖɔ: “Wǒóo nú we! Mǐ ɖésú wɛ mɔ we ɖ'é kɔn!”|Ils ouvrent contre moi leur bouche, Ils disent : Ah ! ah ! nos yeux regardent !|1
Mɛ e ɖo akɔta ɖě lɛ́ɛ mɛ lɛ́ɛ bǐ ná sú xó, bó ɖɔ: “Étɛ́wú Mawu Mavɔmavɔ ka wa to élɔ́ nú gbɔn lě. Étɛ́wú xomɛ ɖaxó énɛ́ ká sin i.”|toutes les nations diront : Pourquoi l'Éternel a-t-il ainsi traité ce pays ? pourquoi cette ardente, cette grande colère ?|1
măwŭ w'ɛ ɖó gbɛ̀ ɔ́|c'est dieu qui a créé le monde|0
É nyɔ́ tito lɛ́ɛ bló; é nyɔ́ siká sín azɔ̌ wa, bó nyɔ́ kpatágan kpó ganvɔ kpó sín azɔ̌ wa.|je l'ai rendu capable de faire des inventions, de travailler l'or, l'argent et l'airain,|2
yĕ dà hŭn|ils ont loué un véhicule|0
xwe we jɛ́n wɛ́ à|est-ce deux ans seulement|0
gblogblomεtε ɔ mε tɔn klo|la surface de la place est grande|0
zɔ̀n yì gŭdò|se glisser derrière|0
Enyi mǐ bló bɔ ali e nu mǐ nɔ má nǔ ɖè lɛ é gbɔn vo ɔ, é na zɔ́n bɔ mǐ na ɖè awovinú lɛ kpò, bo na lɛ́ kpé nǔ xá axisinɔ gègě.|La diversification de nos canaux de distribution nous permettra de réduire les risques et d'atteindre une clientèle plus large.|2
é xà kwɛ́ ɔ́ jó caà|il a remboursé l'argent comptant|2
gbeɖutε ɖo fi a|est|0
ma lin ná bà nɔzo towe'si ó|ne désire pas la femme de ton prochain|1
aluunsun ɖo azan gban nukun ɖokpo|janvier a trente et un jours|0
wù kú ì|il s'attrista|1
Nukunmε tɔn we kpεde din.|Son visage était un peu trop blanc|0
Nǔ nyanya e yě ná dó sin é wú lin tamɛ dó wɛ jɛ́n yě nɔ́ ɖe, ayǐ hɔ́n tɛgbɛ ɔ́, ahwan te jɛ́n yě nɔ́ ɖe;|Ils préparent des plans malveillants dans leur cœur et sans cesse ils complotent la guerre !|1
Bɔ Debola ɖɔ nú Balaaki ɖɔ: “Jɛ ali! Égbé wɛ Mawu Mavɔmavɔ ná jó Sisela nú we. Mawu Mavɔmavɔ ɖésú ɖo nukɔn towe.” Balaaki jɛ te sín Tabɔ́ɔ só jí, bó ɖo nukɔn nú ahwanfuntɔ́ tɔn děgba we afɔwó (10.000) lɛ́ɛ.|Alors Débora dit à Barak : Lève-toi, car voici le jour où l'Éternel livre  Sisera entre tes mains. L'Éternel ne marche-t-il pas devant toi ? Et Barak descendit du mont Thabor, ayant dix mille hommes à sa suite.|2
Wemasɛxwetɛn lɛ nyí sinsɛnxɔ ɖaxó ɖaxó e mɛ wema ɖokpo ɖokpo nyí ɖɛ e è nɔ xò nú sɔgudo é ɖé ɖè é.|Les bibliothèques sont des cathédrales silencieuses où chaque livre est une prière adressée au futur.|2
fí tɛ́ a go sín|d'où reviens|0
Din ɔ́, sɛ́ mɛ dó nú è nǐ kplé Izlayɛ́li togun ɔ́ bǐ nú mì ɖo Kaamɛ́li só ɔ́ jí. Vodún Baalu sín hunnɔ afɔwe kanɖé wǒ (450) lɛ́ɛ kpódó vodún Acela sín hunnɔ afɔwe (400) e axɔ́si Jezabɛ́li nɔ ná nǔɖuɖu lɛ́ɛ lɔ kpó ní wá.”|Fais maintenant rassembler tout Israël auprès de moi, à la montagne  du Carmel, et aussi les quatre cent cinquante prophètes de Baal et les quatre cents prophètes d'Astarté qui mangent à la table de Jézabel.|0
“Mi mɔ mɛxó, hwa ɖo ta ɔ́, mi ná nɔ́ sí te kpó sísí kpó. Mi ná ɖó sísí nú nyɛ Mawu mitɔn. Nyɛ wɛ nyí Mawu Mavɔmavɔ.|Tu te lèveras devant les cheveux blancs, et tu honoreras la personne du vieillard. Tu craindras ton Dieu. Je suis l'Éternel.|2
Afɔ ce fɛ́|J’ai trébuché.|1
e ɖi flansɛgbe kpɛɖe|ça ressemble un peu au français|0
E dà tú gblá|Il a tiré et raté.|1
Buwunni, Azigadi, Bevayi,|Bunni, Azgad, Bébaï,|0
Mi ná nɔ̀ kpɔ́ b’á wà nŭ|Nous allons nous associer pour faire cela.|2
zingídí gɛyin wɛ̀|c'est un vacarme épouvantable|1
Mì ná ylɔ́ bokɔ́nɔ́ bɔ̀ é ná sú kúlí nú ví ɔ́|Nous allons appeler le sorcier et il fermera le chemin de la mort pour l’enfant.|1
Ahwanfuntɔ́ énɛ́ lɛ́ɛ ɔ́, yě kplé ɖo hɛ̌nnu yětɔn yětɔn mɛ; ahwangán ɖaxó ɖaxó e ɖo akɔta Judáa tɔn ɔ́ mɛ lɛ́ɛ ɖíe: Adina. É kpa acɛ dó ahwanfuntɔ́ syɛ́nsyɛ́n adɔ̌kpo afɔtɔn nu (300.000).|17.14|0
ayikún|fève|0
A dɔn'dɔ̀n dó wùvɔ́|Tu ergotes pour rien.|1
Mɛ tí wá ă|Aucun n'est venu.|0
E vivi nu nukpɔntɔ lε bo ye xo alɔ nu nujlεtɔ lε ɖo xɔ ɔ mε|Les spectateurs étaient si contents qu'ils ont applaudi les acteurs au milieu de la pièce|2
Lan mε ce ɖo ganji|Je suis en parfaite santé.|2
e dó avaja kplé ɔ́ mɛ̀|il a créé du trouble dans la réunion|1
ajámácóóó nú mi|je vous félicite cri de félicitations à un groupe de travailleurs réponse yabaɖaóóó|2
Mawu Mavɔmavɔ, Mawu Nǔbǐwúkpétɔ́, zě mǐ ɖó tɛn e mɛ mǐ ɖe ɖ'ayǐ é mɛ, zě nukún  ɖagbe dó kpɔ́n mǐ; énɛ́ ɔ́, mǐ nǎ gán. Togun ce, tó wɛ a lo kó ɖó mì...|Seigneur Dieu des Armées, ramène-nous ! Fais briller ta face, que nous soyons sauvés !|2
gbɛtɔ ɖokpoɖokpo ɖo na mɔ gbɛ bo nɔ eɖesu si lo bo na lɛ nyi eɖee|tout individu a droit à la vie à la liberté et à la sûreté de sa personne|2
Un kpoɖo azɔ ba wε.|Je cherche toujours du travail !|1
É ɖɔ̀ xó ɔ́ tlítlí tɔ̀n ă|Il n’a pas dit le fond de cette affaire.|1
É ná kpo kún gbeɖé ǎ; nú hwe vɛ́ kó sixú nɔ́ tɔ́n ɔ́, axɔ́súzinkpo tɔn ná ɖo te tɛgbɛ.|Sa descendance subsistera toujours ; son trône sera devant moi comme le soleil ;|2
Nu tɛ a ɖu nu zanzan nuɖuɖu ?|Qu'as-tu mangé au petit déjeûner ?|0
Vesti wiwi|Une veste noire.|0
Un nyi sin|Je lance de l’eau|0
é xwè gle tɔn ta|il va dans son champ|0
e ka lɛ nu ahan ă|et même pas d'alcool|0
e ɖò xɔ ɔ́ kɔ̀n|il est auprès de la case|0
yɛhwenɔ ɖò azɔzɛ́n mi dó vɔsákpé jí wɛ̀|le prêtre encense l'autel|0
Ðǒtó alixlɛ́mɛ e kúnkplá ayijayǐ lɛ é ganji cobo bɛ́.|Écoute attentivement les consignes de sécurité avant de commencer.|0
Cawúlu ji Calúmu, Calúmu ji Mivusámu, Mivusámu ji Micima.|Fils de Saül : Schallum. Mibsam, son fils ; Mischma, son fils.|0
aslɔ́kέ - tɔxixo - tɔxuxo|vague|0
Hwenɛ́nu ɖokpó ɔ́, Jozuwée ɖɔ xó dó Jeliko toxo ɔ́ wú, é xwlé nǔ d'é jí ɖɔ:“Ényí mɛɖé tɛ́nkpɔ́n ɖɔ émí ná vɔ́ toxo élɔ́ blóɖó ɔ́, Mawu Mavɔmavɔ ní dó nu mɛ énɛ́ ɔ́. Nú é kun do bo ná dó dǒ ɔ́ do ɔ́, nukɔn ví tɔn wɛ é ná d'é mɛ; é ja hɔn lɛ́ɛ dó gbé ɔ́,vǐ tɔn kpodé ɔ́ wɛ é ná d'é mɛ.”|Ce fut alors que Josué jura, en disant : Maudit soit devant l'Éternel  l'homme qui se lèvera pour rebâtir cette ville de Jéricho ! Il en jettera les  fondements au prix de son premier-né, et il en posera les portes au prix de son plus jeune fils.|1
vi ɔ ɖo slasla wɛ|l'enfant a la diarrhée|1
Sùn, sìn|Eau|0
un ɖò é tɔwe jí|je suis d'accord avec toi|2
Un ko ɖu nŭ a|Je n’ai pas encore mangé.|0
Baláamu ka ɖɔ nú mɛ e Balaki sɛ́ dó e lɛ́ɛ ɖɔ: “Kpatágan kpó siká kpó ná bo gɔ́ Balaki sín xwé, bónú é ná xwé ɔ́ mì ɔ́, un sixú wa nǔ ɖěbǔ bɔ é ná gbɔn vo nú xó e Mawu Mavɔmavɔ, Mawu ce ɖɔ nú mì ɔ́ ǎ; é sixú nyí nǔ kpɛví, é sixú nyí nǔ ɖaxó, un sixú bló ǎ.|Balaam répondit et dit aux serviteurs de Balak : Quand Balak me donnerait sa maison pleine d'argent et d'or, je ne pourrais faire aucune chose, ni petite ni grande, contre l'ordre de l'Éternel, mon Dieu.|2
Nyɔ̌nu ɔ́ mɔ xo bó ji vǐ súnnu ɖokpó. É mɔ ɖɔ vǐ ɔ́ nyɔ́ ɖɛkpɛ, bó sɔ́ ɛ hwlá nú sun atɔn.|Cette femme devint enceinte et enfanta un fils. Elle vit qu'il était beau, et elle le cacha pendant trois mois.|2
etɛ a ɖu|qu'as-tu mangé|0
un nɔ te nu gan xixo kpεɖe|j'ai attendu quelques instants|0
Mǐ ko wlan akɔjijɛ ɖé xá mɛ e nɔ má nǔ lɛ é enɛ.|Nous avons signé un contrat exclusif avec ce distributeur.|2
a nɔ bló nŭ gidigidì|tu es violent|1
klɔ́ alɔ̀|initier quelqu'un dans certaines sociétés secrètes|0
é xwè gle tɔn ta|il va à la ferme|0
Ée é ɖɔ mɔ̌ ɔ́, axɔ́sú ɔ́ kanbyɔ́ ɛ ɖɔ: “Ani wɛ hwedó we ɖo gɔ̌n ce, bɔ a jlǒ ná yi to towe mɛ?” Bɔ Hadádi yí gbe n'i ɖɔ: “Nǔ ɖěbǔ hwedó mì ǎ, amɔ̌ gbɔ nú má yi.”|Et Pharaon lui dit : Que te manque-t-il auprès de moi, pour que tu désires aller dans ton pays ? Il répondit : Rien, mais laisse-moi partir.|0
É ɖò nǔ ko wɛ.|Éclatant de rire.|2
Xwe kanɖé ɖó wɛ Icíbɔcɛ́ti ɖe bo nyí Izlayɛ́li xɔ́sú. É nɔ gǎnzinkpo ɔ́ jí nú xwe we. Akɔta Judáa tɔn ɔ́ kɛ́ɖɛ́ wɛ se tónú nú acɛkpikpa Davídi tɔn.|Isch Boscheth, fils de Saül, était âgé de quarante ans, lorsqu'il devint roi d'Israël, et il régna deux ans. Il n'y eut que la maison de Juda qui resta attachée à David.|1
Jinukúnsin e mɛ sunví lɛ gɔ́ é ɖé.|Un ciel étoilé.|2
ahan tɛ ba a ɖe|quelle boisson veux-tu|0
Sawúlu ka yí gbe n'i ɖɔ: “É ɖɔ nú mǐ ɖɔ è ko mɔ tócí lɛ́ɛ.” É ká ɖɔ xó ɖěbǔ n'i dó axɔ́súɖuɖu e xó Samuwɛ́li ɖɔ n'i ɔ́ wú ǎ.|Et Saül répondit à son oncle : Il nous a assuré que les ânesses étaient retrouvées. Et il ne lui dit rien de la royauté dont avait parlé Samuel.|0
Hwi wɛ nyí gbɛtɔ́ nukɔn nukɔntɔn e Mawu ɖǒ ɔ́ a? A ko jɔ dó nukɔn nú só lɛ́ɛ wɛ a?|Es-tu né le premier des hommes ? As-tu été enfanté avant les collines ?|1
jὲ dὲnfúnfún|avoir la bourbouille|0
é wú kpawùn|il a éclaté avec bruit|1
Dotín we lɛ́ɛ ná zɔn bǔ sín do, bɔ è nǎ zě gan tobotobo dó cá ná ɖo aga. Mɔ̌ wɛ è nǎ bló gbɔn nú dotín e ɖo goxɔ ɔ́ sín zwe we lɛ́ɛ mɛ é bǐ.|elles seront doubles depuis le bas, et bien liées à leur sommet par un anneau; il en sera de même pour toutes les deux, placées aux deux angles.|0
Hwenu e a ɖò kpɛví é ɔ, xɛsi nɔ ɖi we.|Quand tu étais petit, tu avais peur.|1
Mi ɖo wema xɔ wɛ|Nous achetons un livre.|0
bὲlĭ nú mε|bout du bec|0
Salomɔ́ɔ bló sɔ́kpó děgba (4.000) nú sɔ́ tɔn lɛ́ɛ kpódó kɛkɛ́ví tɔn lɛ́ɛ kpó. É ɖó sɔ́xátɔ́ děgba atɔn (12.000). É bɛ́ ɖě ɖó toxo e mɛ kɛkɛ́ví lɛ́ɛ nɔ́ nɔ é mɛ, bó bɛ́ ɖě dó é ɖésúnɔ gɔ́n ɖo Jeluzalɛ́mu.|Salomon avait quatre mille crèches pour les chevaux destinés à ses chars, et douze mille cavaliers qu'il plaça dans les villes où il tenait ses chars et à Jérusalem près du roi.|0
A nǎ zé távo ɔ́ wá, bó ná to wɔ̌xúxú e è nǎ mì lɛ́ɛ ɖ'é jí, a nǎ zé zogbɛ́nhɛnnú ɔ́ wá, bó ná to zogbɛ́n lɛ́ɛ ɖ'é jí.|Tu apporteras la table, et tu la disposeras en ordre. Tu apporteras le chandelier, et tu en arrangeras les lampes.|0
ye nɔ kple yeɖe zanmε kεɖε|elles se réunissent seulement le soir|0
Nyɔ̀nú élɔ́ nyɔ́ ɖɛkpɛ̀|Cette femme est jolie.|2
Mɛɖée tunwun wɛ nyí nǔnywɛ́ bǐ sín bǐbɛ́mɛ.|Se connaître soi-même est le début de toute sagesse.|0
n'í nɔ̀ mɔ̆|assez|0
atavi ce|mon oncle|0
Ma kpa bǒcyɔ ó; ma ka kpa nǔ e ɖo jǐnukúnsin aga lɛ́ɛ, nǔ e ɖo ayǐkúngban jí ɖo do lɛ́ɛ, nǔ e ɖo sin mɛ ɖo ayǐkúngban glɔ́ lɛ́ɛ ɖě sín akpajlɛ́ ó.|Tu ne te feras point d'image taillée, ni de représentation quelconque des choses qui sont en haut dans les cieux, qui sont en bas sur la terre, et qui sont dans les eaux plus bas que la terre.|0
ɖò mε kànnu|être chez un maître|0
Asilíi xɔ́sú ɔ́ wlí Izlayɛ́linu lɛ́ɛ hɛn yi Asilíi. É bɛ́ mɛ ɖě ɖó Halaxi gbé jí, bó bɛ́ ɖě ɖó Gozáni gbé jí, fí e Habɔ́ɔ tɔ ɔ́ ɖe é, bó bɛ́ mɛ ɖě ɖó Mɛdi toxo lɛ́ɛ mɛ.|Le roi d'Assyrie emmena Israël captif en Assyrie, et il les établit à Chalach, et sur le Chabor, fleuve de Gozan, et dans les villes des Mèdes,|1
Cyɔ́ kó yì aklɔn mɛ̀ ă|Le cadavre n'est pas encore mis au tombeau.|0
Gbɛ̌dido ɖagbe lɛ kpo kancica nukúnkpédómɛwu tɔn lɛ ɖiɖó kpo ɖò taji nú lanmɛ na nɔ ganji ayi mɛ tɔn.|Les interactions sociales positives et le fait de cultiver des relations bienveillantes sont essentiels à la santé mentale.|2
jĭ ɖò nà já wɛ̀|il va pleuvoir|1
Fítɛ́nu a nyí tawùn ?|D'où viens-tu exactement ?|0
fúnfún - fúnfún kpé - fúnfún kpè - gbà - gbà dŏ - gbà kɔ̀n nyì - hànnyá - hìnhέn - kɔ̀n - kɔ̀n nyì - vùn - sisa|répandre|0
