id,chemin_audio,transcription_fon,duree_sec
donald_fongbe_corp005_002,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_002.wav,avɔ elɔ gɔ,2.39
donald_fongbe_corp005_003,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_003.wav,e kwiji,2.78
donald_fongbe_corp005_004,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_004.wav,un do gbe nu we,1.93
donald_fongbe_corp005_005,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_005.wav,e ɖu lεsin nusunnu mεvo,2.71
donald_fongbe_corp005_006,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_006.wav,vi ce hɔn bo nɔ gbɔn gbegbe,2.85
donald_fongbe_corp005_007,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_007.wav,hwlεn mi gan,1.42
donald_fongbe_corp005_008,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_008.wav,e ma nyɔ xo ɖo gε,1.72
donald_fongbe_corp005_009,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_009.wav,e gbo hwε gblulu,1.95
donald_fongbe_corp005_010,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_010.wav,e gbijɔ gbadeti ɔ,2.54
donald_fongbe_corp005_011,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_011.wav,nyε wε nyi aklunɔ mawu mitɔn,2.34
donald_fongbe_corp005_012,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_012.wav,e ɖo anɔ gbagba ɖakɔn mε,2.02
donald_fongbe_corp005_013,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_013.wav,ɖyiɔvi anɔ gbagba wε fan sin nu tɔli gan ɖalaga sin fan ba un ɖe a alɔ e fan sin ɔ ba un ɖe,10.05
donald_fongbe_corp005_014,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_014.wav,e nɔ daziin bε nɔ wu fyo a,2.54
donald_fongbe_corp005_015,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_015.wav,mi na gbo xɔ ɔ ɖo we,2.38
donald_fongbe_corp005_016,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_016.wav,gan tεnwe mε,1.39
donald_fongbe_corp005_017,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_017.wav,azɔn gbε sin,1.66
donald_fongbe_corp005_018,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_018.wav,afɔkpa ɔ fyɔn mi,1.8
donald_fongbe_corp005_019,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_019.wav,e kanbyɔ ε ɖɔ fitε e nɔ yi azɔmε ɖe aji,2.69
donald_fongbe_corp005_020,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_020.wav,e ɖe dazɔmε,1.75
donald_fongbe_corp005_021,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_021.wav,e gu we,1.39
donald_fongbe_corp005_022,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_022.wav,wa se gbe nu mi,1.8
donald_fongbe_corp005_023,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_023.wav,bo nukun mitɔn lε nɔ mɔ nu,2.1
donald_fongbe_corp005_024,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_024.wav,gadagada kpowun ɔ ayi jεn nyavi ɔ jε sin kεkε ji,5.11
donald_fongbe_corp005_025,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_025.wav,e kanbyɔ ɖɔ tɔ tɔn ɖo mɔto ace,2.84
donald_fongbe_corp005_026,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_026.wav,e kanbyɔ ye ɖɔ mεjitɔ yetɔn lε nɔ do fongbe aji,3.8
donald_fongbe_corp005_027,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_027.wav,sinnu gbla sin mi,2.03
donald_fongbe_corp005_028,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_028.wav,e su gbadanu,2.06
donald_fongbe_corp005_029,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_029.wav,ye ɖo na wa gbadanu,2.16
donald_fongbe_corp005_030,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_030.wav,zinflu do gɔɔn din,1.95
donald_fongbe_corp005_031,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_031.wav,e gbε ɖɔ vi tɔn ma yi azɔmε o,2.24
donald_fongbe_corp005_032,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_032.wav,gan ɔ ɖɔ nu gbaan,2.02
donald_fongbe_corp005_033,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_033.wav,gan ko xo xoxo,1.8
donald_fongbe_corp005_034,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_034.wav,lee gbɔn un blo mɔ ɖie,2.56
donald_fongbe_corp005_035,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_035.wav,ani gbe a tɔn,1.48
donald_fongbe_corp005_036,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_036.wav,cakatu wε tɔn bɔ mi mɔ glo tɔn hla sɔ ε ɖu le ɔ mi mɔ a,5.46
donald_fongbe_corp005_037,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_037.wav,go sin fi,1.7
donald_fongbe_corp005_038,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_038.wav,nu gugu nε a wa nε,1.55
donald_fongbe_corp005_039,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_039.wav,woo gbε,1.56
donald_fongbe_corp005_040,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_040.wav,jɔhɔn gugu ɖe nyi egbe zan mε,2.31
donald_fongbe_corp005_041,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_041.wav,e fun funfun do ji ce,2.81
donald_fongbe_corp005_042,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_042.wav,e ɖo tavo ɔ glɔ,1.86
donald_fongbe_corp005_043,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_043.wav,e ɖo wema towe gwlε,1.8
donald_fongbe_corp005_044,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_044.wav,e ɖafɔ tɔn lε glɔ,1.75
donald_fongbe_corp005_045,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_045.wav,e gan gan ɔ,1.5
donald_fongbe_corp005_046,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_046.wav,e gan do ɔ,1.63
donald_fongbe_corp005_047,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_047.wav,vi elɔ ɖo govi katoe,2.26
donald_fongbe_corp005_048,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_048.wav,e ɖo hun ɔ te gliwun,1.91
donald_fongbe_corp005_049,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_049.wav,e glo nu,1.37
donald_fongbe_corp005_050,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_050.wav,e gbingbɔn yovozεn,1.64
donald_fongbe_corp005_051,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_051.wav,e gbungbɔn klεn nu mi,1.9
donald_fongbe_corp005_052,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_052.wav,enε ɔ ko kpe a mε,1.76
donald_fongbe_corp005_053,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_053.wav,e gbla nu mε nu mi,1.67
donald_fongbe_corp005_054,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_054.wav,lan xwe do geli nɔ xo amyɔsun a,4.72
donald_fongbe_corp005_055,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_055.wav,gɔ na tɔn lo,1.23
donald_fongbe_corp005_056,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_056.wav,gbεgɔnu wε nu hwε,1.53
donald_fongbe_corp005_057,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_057.wav,ye sa vo nu tɔ ce gbɔ ji ce,2.65
donald_fongbe_corp005_058,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_058.wav,un ɖo mawu gbe xo wε,1.8
donald_fongbe_corp005_059,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_059.wav,jaan ɖo tavo ɔ ji,1.95
donald_fongbe_corp005_060,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_060.wav,e fyan mε,1.77
donald_fongbe_corp005_061,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_061.wav,e gbo mi do ɖo xwe gbe,2.0
donald_fongbe_corp005_062,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_062.wav,ji gbo mi,1.4
donald_fongbe_corp005_063,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_063.wav,e fyan mi,1.68
donald_fongbe_corp005_064,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_064.wav,e na wa fyan we,1.56
donald_fongbe_corp005_065,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_065.wav,e ku fyan mi,1.88
donald_fongbe_corp005_066,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_066.wav,ma nu xo towe gba gba o,1.71
donald_fongbe_corp005_067,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp005_067.wav,do kokwe kan sɔ nyi gblεlε,2.65
donald_fongbe_corp006_001,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_001.wav,e jε gun,1.78
donald_fongbe_corp006_002,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_002.wav,mi ɖo gbesugbesɔ,2.06
donald_fongbe_corp006_003,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_003.wav,hlunhlun gbε ɖo fi din,2.01
donald_fongbe_corp006_004,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_004.wav,ye jε tagba glolo,2.45
donald_fongbe_corp006_005,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_005.wav,nyε wε a xo,1.48
donald_fongbe_corp006_006,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_006.wav,un ɖo xo ɖɔ nu we wε,1.91
donald_fongbe_corp006_007,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_007.wav,azɔwiwa kpo xoɖiɖɔ kpo ɔ ye ɖo ganmεganmε,5.76
donald_fongbe_corp006_008,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_008.wav,gbe tε nε ɖɔ wε mi ɖe nε,2.59
donald_fongbe_corp006_009,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_009.wav,hεn dεdε e nɔ ba gidigidi a,2.99
donald_fongbe_corp006_010,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_010.wav,e gblɔ sin nu mi,2.13
donald_fongbe_corp006_011,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_011.wav,atin ce wini hu towe,2.18
donald_fongbe_corp006_012,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_012.wav,e da tu gbla,1.71
donald_fongbe_corp006_013,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_013.wav,e da tu gbaan,1.42
donald_fongbe_corp006_014,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_014.wav,e da tu gbɔ,1.43
donald_fongbe_corp006_015,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_015.wav,e gan,1.14
donald_fongbe_corp006_016,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_016.wav,e nu ahan mu bo nɔ dan gɔgɔ,2.09
donald_fongbe_corp006_017,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_017.wav,hwi wε ɖɔ xo,1.19
donald_fongbe_corp006_018,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_018.wav,un wa gɔn towe,1.38
donald_fongbe_corp006_019,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_019.wav,e jayi gbli,1.43
donald_fongbe_corp006_020,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_020.wav,e jayi gbiwun,1.68
donald_fongbe_corp006_021,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_021.wav,nawe elɔ jε gbε ɖo mεmε bi bo sɔ ɖo nuɖe a,5.25
donald_fongbe_corp006_022,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_022.wav,gbadεndεn ɖo funfun wε,2.3
donald_fongbe_corp006_023,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_023.wav,hwi wu wε vi ɔ jayi,2.28
donald_fongbe_corp006_024,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_024.wav,ahun fun,1.37
donald_fongbe_corp006_025,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_025.wav,gan jayi ma bε gbe,2.21
donald_fongbe_corp006_026,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_026.wav,e nɔ glɔn ji,1.5
donald_fongbe_corp006_027,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_027.wav,badagla jayi ɔ gba jεn nɔ gba,3.25
donald_fongbe_corp006_028,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_028.wav,nu ɔ ɖie tɔ gε do ji tɔn e,2.67
donald_fongbe_corp006_029,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_029.wav,e hεn alin ɔ gɔn,2.0
donald_fongbe_corp006_030,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_030.wav,atin gɔndɔngɔndɔn ji e nɔ gbɔn bo nɔ yi ɖiɖi ɔ ji,4.33
donald_fongbe_corp006_031,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_031.wav,xɔ gban ɔ amlɔ nɔ gban a,2.78
donald_fongbe_corp006_032,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_032.wav,do nε ɔ gbandaan,2.24
donald_fongbe_corp006_033,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_033.wav,e hεn gan ɔ gɔndɔn,1.89
donald_fongbe_corp006_034,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_034.wav,e dɔn kan ɔ fyɔn,1.7
donald_fongbe_corp006_035,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_035.wav,ali nε ɔ gεdε din,1.96
donald_fongbe_corp006_036,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_036.wav,ayi tɔn gεdε,1.63
donald_fongbe_corp006_037,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_037.wav,afɔ tɔn gεdε,1.84
donald_fongbe_corp006_038,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_038.wav,e gble gba,1.37
donald_fongbe_corp006_039,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_039.wav,e xa gwe,2.04
donald_fongbe_corp006_040,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_040.wav,e do gudo mi,1.46
donald_fongbe_corp006_041,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_041.wav,ye bi fɔn ganji,1.91
donald_fongbe_corp006_042,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_042.wav,un ɖu nu ɖebu a,1.98
donald_fongbe_corp006_043,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_043.wav,ye ɖo mɔɖɔ gbo wε,1.98
donald_fongbe_corp006_044,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_044.wav,a ɖo nyε zun wε,1.7
donald_fongbe_corp006_045,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_045.wav,gbεnu wε gbo we,2.11
donald_fongbe_corp006_046,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_046.wav,gbɔ nu mi xwii,2.15
donald_fongbe_corp006_047,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_047.wav,e nɔ xo su a,1.75
donald_fongbe_corp006_048,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_048.wav,nε azɔ towe ɖe gbɔn,2.77
donald_fongbe_corp006_049,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_049.wav,un wazɔ,1.35
donald_fongbe_corp006_050,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_050.wav,e gɔn azɔ wa,1.35
donald_fongbe_corp006_051,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_051.wav,e wazɔ ganji a wε a,1.94
donald_fongbe_corp006_052,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_052.wav,e ɖazɔ wa wε myamya,1.95
donald_fongbe_corp006_053,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_053.wav,e wu fun gbɔn fi bi,1.9
donald_fongbe_corp006_054,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_054.wav,kan ɖe ɔ ɖi ga ɖesu,2.13
donald_fongbe_corp006_055,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_055.wav,a ɖɔ xo gbɔ,2.03
donald_fongbe_corp006_056,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_056.wav,e hun myɔ gaɖagaɖa,1.98
donald_fongbe_corp006_057,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_057.wav,sin sukpɔ ɖo nusunnu ɔ ji gboo,3.0
donald_fongbe_corp006_058,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_058.wav,a nɔ fun mε din,1.84
donald_fongbe_corp006_059,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_059.wav,nukun ce gba zin,1.54
donald_fongbe_corp006_060,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_060.wav,ayi tɔn bi gba do,1.72
donald_fongbe_corp006_061,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_061.wav,un mɔ ajijakuzεn ɖokpo bε wlo eɖee bo ci gbloboetwe,5.99
donald_fongbe_corp006_062,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_062.wav,a na sixu mɔ gbadamaja klewun ɖe ɖo finε ma ɖu a,4.26
donald_fongbe_corp006_063,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_063.wav,gεnnu mɔ lisε glo e kε ɔ mi na kpe,3.68
donald_fongbe_corp006_064,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_064.wav,dawe gεgε ɖe wa ba we kpo,2.69
donald_fongbe_corp006_065,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_065.wav,asi nabi wε a ɖo,1.8
donald_fongbe_corp006_066,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_066.wav,sin gannaganna ɔ bese wε e nɔ hu,3.26
donald_fongbe_corp006_067,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\donald_fongbe_corp006_067.wav,e hu eɖee,1.79
emmanuel_fongbe_corp011_001,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_001.wav,un na ye sin,1.36
emmanuel_fongbe_corp011_002,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_002.wav,gbogbo e mi ɖɔ xo nε ɔ un sɔ mɔ ε gbeɖe a,3.73
emmanuel_fongbe_corp011_003,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_003.wav,un glo e,1.36
emmanuel_fongbe_corp011_004,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_004.wav,wutu tɔn sun glo,1.61
emmanuel_fongbe_corp011_005,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_005.wav,e gba gbe ala bi,1.67
emmanuel_fongbe_corp011_006,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_006.wav,afɔdomε ce gbidi,1.86
emmanuel_fongbe_corp011_007,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_007.wav,dawe elɔ ɖi ga kaka,1.75
emmanuel_fongbe_corp011_008,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_008.wav,e hεn do ɔ gblo,1.61
emmanuel_fongbe_corp011_009,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_009.wav,gblo ali nε ɔ,1.61
emmanuel_fongbe_corp011_010,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_010.wav,nusunnu ɔ ci gbεdε,2.13
emmanuel_fongbe_corp011_011,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_011.wav,ze gbe yi ji,1.3
emmanuel_fongbe_corp011_012,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_012.wav,ye ɖo gan yɔyɔ na ɖo wε,2.2
emmanuel_fongbe_corp011_013,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_013.wav,xo ɔ gɔndɔn do mi,1.61
emmanuel_fongbe_corp011_014,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_014.wav,e kplε yi kpo ka kpo go kpo,2.5
emmanuel_fongbe_corp011_015,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_015.wav,e tiin ɖazɔmε a,1.54
emmanuel_fongbe_corp011_016,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_016.wav,a ko se a wε a,1.5
emmanuel_fongbe_corp011_017,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_017.wav,e ko mɔ ε a,1.54
emmanuel_fongbe_corp011_018,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_018.wav,un ko ɖu nu a,1.43
emmanuel_fongbe_corp011_019,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_019.wav,gudunɔ damlɔ bo fɔn bo mɔ to ɖo zan ji aɖawun ɖazɔnsi,5.52
emmanuel_fongbe_corp011_020,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\emmanuel_fongbe_corp011_020.wav,mε ɖebu sin xomε a,1.55
